Index,Title,Model,Price,Distance,Fuel Type,Engine,Transmission Type,City
4719,Suzuki Cultus  2015 EURO II for Sale,2015,PKR 15.2 lacs,"70,000 km",Petrol,1000 cc,Manual,Lahore
4720,Toyota Aqua  2015  for Sale,2015,PKR 48 lacs,"74,715 km",Hybrid,1500 cc,Automatic,Lahore
4721,Suzuki Wagon R  2018  for Sale,2018,PKR 21 lacs,"96,000 km",Petrol,1000 cc,Automatic,Lahore
4722,Suzuki Cultus  2006 VXR (CNG) for Sale,2006,PKR 7.8 lacs,"68,888 km",Petrol,1000 cc,Manual,Lahore
4723,Honda City  2021 1.3 i-VTEC for Sale,2021,PKR 33.9 lacs,"99,000 km",Petrol,1300 cc,Manual,Lahore
4724,Honda City  2003 EXi for Sale,2003,PKR 8.2 lacs,"80,000 km",Petrol,1300 cc,Manual,Lahore
4725,Suzuki Alto  2021 VXR for Sale,2021,PKR 24 lacs,"50,595 km",Petrol,660 cc,Manual,Lahore
4726,Peugeot 2008  2023 Allure for Sale,2023,PKR 69 lacs,"6,617 km",Petrol,1200 cc,Automatic,Lahore
4727,Changan Karvaan  2020 Base Model 1.0 for Sale,2020,PKR 20.1 lacs,"72,000 km",Petrol,1000 cc,Manual,Lahore
4728,Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,2019,PKR 45.5 lacs,"82,000 km",Petrol,1300 cc,Automatic,Lahore
4729,Honda City 5th (GM2) Generation 2019 Aspire Prosmatec 1.5 i-VTEC for Sale,2019,PKR 41.5 lacs,"71,815 km",Petrol,1500 cc,Automatic,Lahore
4730,Suzuki Liana  2006 RXi for Sale,2006,PKR 13 lacs,"213,488 km",Petrol,1300 cc,Manual,Lahore
4731,Suzuki Wagon R  2019 Hybrid FX for Sale,2019,PKR 33 lacs,"75,335 km",Hybrid,660 cc,Automatic,Lahore
4732,Toyota Fortuner  2022 Legender  for Sale,2022,PKR 1.75 crore,"20,599 km",Diesel,2800 cc,Automatic,Lahore
4733,Toyota Corolla  2020 GLi Automatic 1.3 VVTi for Sale,2020,PKR 43.95 lacs,"92,000 km",Petrol,1300 cc,Automatic,Lahore
4734,Suzuki Mehran  2010 VXR for Sale,2010,PKR 9.6 lacs,19 km,Petrol,800 cc,Manual,Lahore
4735,Toyota Corolla  2020 Altis Automatic 1.6 for Sale,2020,PKR 54.9 lacs,"80,000 km",Petrol,1600 cc,Automatic,Lahore
4736,Toyota Prado  2017 TX 2.7 for Sale,2017,PKR 2.45 crore,"77,000 km",Petrol,2700 cc,Automatic,Lahore
4737,Audi A5  2018 1.4 TFSI Sportback for Sale,2018,PKR 1.51 crore,"44,000 km",Petrol,1400 cc,Automatic,Lahore
4738,Toyota Yaris Hatchback  2021  for Sale,2021,PKR 45.9 lacs,"98,000 km",Petrol,1000 cc,Automatic,Lahore
4739,Toyota Surf  1992  for Sale,1992,PKR 26.95 lacs,"80,000 km",Diesel,3000 cc,Automatic,Lahore
4740,Changan Oshan X7  2024 FutureSense for Sale,2024,Call,1 km,Petrol,1500 cc,Automatic,Lahore
4741,Honda N Wgn  2020  for Sale,2020,PKR 35.75 lacs,"31,000 km",Petrol,660 cc,Automatic,Lahore
4742,Suzuki Cultus  2019 VXL for Sale,2019,PKR 28.95 lacs,"49,000 km",Petrol,1000 cc,Manual,Lahore
4743,Honda HR-V  2024 VTi-S for Sale,2024,PKR 76.5 lacs,1 km,Petrol,1500 cc,Automatic,Lahore
4744,Porsche Panamera  2016 GTS for Sale,2016,PKR 3.9 crore,"47,000 km",Petrol,4800 cc,Automatic,Lahore
4745,Daihatsu Move  2013 Custom G for Sale,2013,PKR 22.5 lacs,"76,000 km",Petrol,660 cc,Automatic,Lahore
4746,Honda Fit  2013 1.5 Hybrid S Package for Sale,2013,PKR 29 lacs,"173,000 km",Hybrid,1500 cc,Automatic,Lahore
4747,Honda City  2006 VTEC Steermatic for Sale,2006,PKR 19.5 lacs,"170,000 km",Petrol,1500 cc,Automatic,Lahore
4748,Toyota Corolla  2020 Altis Automatic 1.6 for Sale,2020,PKR 54.9 lacs,"80,000 km",Petrol,1600 cc,Automatic,Lahore
4749,Toyota Passo  2013 X for Sale,2013,PKR 24.3 lacs,"162,630 km",Petrol,1000 cc,Automatic,Lahore
4750,Mercedes Benz C Class  2001 C240 for Sale,2001,PKR 20.5 lacs,"150,000 km",Petrol,2398 cc,Automatic,Lahore
4751,Nissan Leaf  2020 e+ for Sale,2020,PKR 1.05 crore,"65,000 km",Electric,62.0 kWh,Automatic,Lahore
4752,Suzuki Mehran  2016 VX Euro II for Sale,2016,PKR 9 lacs,"100,000 km",Petrol,796 cc,Manual,Lahore
4753,FAW V2  2019 VCT-i for Sale,2019,PKR 19.5 lacs,"62,770 km",Petrol,1300 cc,Manual,Lahore
4754,Honda Vezel  2017 Hybrid Z Honda Sensing  for Sale,2017,PKR 61 lacs,"155,000 km",Hybrid,1500 cc,Automatic,Lahore
4755,Honda Vezel  2019 Hybrid RS Honda Sensing  for Sale,2019,PKR 79.5 lacs,"88,000 km",Petrol,1500 cc,Automatic,Lahore
4756,Suzuki Mehran  2006 VXR for Sale,2006,PKR 6.99 lacs,90 km,Petrol,800 cc,Manual,Lahore
4757,KIA Sportage  2020 AWD for Sale,2020,PKR 66.75 lacs,"83,000 km",Petrol,2000 cc,Automatic,Lahore
4758,Toyota Corolla  2018 Altis Grande CVT-i 1.8 for Sale,2018,PKR 55 lacs,"74,000 km",Petrol,1800 cc,Automatic,Lahore
4759,Toyota Vitz  2015 F 1.0 for Sale,2015,PKR 32 lacs,"175,000 km",Petrol,1000 cc,Automatic,Lahore
4760,Suzuki Alto  2010 VXR for Sale,2010,PKR 12.5 lacs,"125,000 km",Petrol,1000 cc,Manual,Lahore
4761,Toyota Corolla  2022 Altis 1.6 X CVT-i Special Edition for Sale,2022,PKR 63.5 lacs,"10,900 km",Petrol,1600 cc,Automatic,Lahore
4762,Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,2021,PKR 67.5 lacs,"32,500 km",Petrol,1800 cc,Automatic,Lahore
4763,Honda City  2005 i-DSI for Sale,2005,PKR 13 lacs,"162,007 km",Petrol,1300 cc,Manual,Lahore
4764,Honda City 6th Generation 2023 1.5L ASPIRE CVT for Sale,2023,PKR 55.5 lacs,"17,052 km",Petrol,1500 cc,Automatic,Lahore
4765,Suzuki Mehran  2008 VX for Sale,2008,PKR 7.15 lacs,"75,000 km",Petrol,800 cc,Manual,Lahore
4766,Hyundai Santro  2006 Exec for Sale,2006,PKR 10.8 lacs,"100,000 km",Petrol,1000 cc,Manual,Lahore
4767,Nissan Dayz  2020 Highway star S hybrid X pro pilot for Sale,2020,PKR 34 lacs,"63,673 km",Hybrid,660 cc,Automatic,Lahore
4768,Honda Civic  2014 VTi Oriel 1.8 i-VTEC for Sale,2014,PKR 33.6 lacs,"105,000 km",Petrol,1800 cc,Manual,Lahore
4769,Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,2019,PKR 39.95 lacs,"83,000 km",Petrol,1300 cc,Automatic,Lahore
4770,Mitsubishi Pajero Mini  2010 Limited for Sale,2010,PKR 20 lacs,"168,452 km",Petrol,660 cc,Automatic,Lahore
4771,Subaru Stella  2020 L for Sale,2020,PKR 32.5 lacs,"53,536 km",Petrol,660 cc,Automatic,Lahore
4772,Peugeot 2008  2023 Allure for Sale,2023,PKR 62.5 lacs,"28,000 km",Petrol,1200 cc,Automatic,Lahore
4773,Toyota Passo  2016 Moda G for Sale,2016,PKR 32.75 lacs,"68,000 km",Petrol,1000 cc,Automatic,Lahore
4774,Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,2022,PKR 46.75 lacs,"47,000 km",Petrol,1500 cc,Automatic,Lahore
4775,Suzuki Cultus  2002 VXR for Sale,2002,PKR 9.5 lacs,"6,989 km",Petrol,1000 cc,Manual,Lahore
4776,Changan Alsvin  2021 1.5L DCT Lumiere for Sale,2021,PKR 36 lacs,"54,650 km",Petrol,1500 cc,Automatic,Lahore
4777,Honda N Wgn  2020 G for Sale,2020,PKR 35.5 lacs,"51,114 km",Petrol,660 cc,Automatic,Lahore
4778,Proton X70  2022 Premium FWD for Sale,2022,PKR 75 lacs,"14,000 km",Petrol,1500 cc,Automatic,Lahore
4779,Honda City 5th (GM2) Generation 2019 1.3 i-VTEC Prosmatec for Sale,2019,PKR 37 lacs,"57,000 km",Petrol,1300 cc,Automatic,Lahore
4780,Honda Fit  2014 1.5 Hybrid RS for Sale,2014,PKR 33.5 lacs,"97,000 km",Hybrid,1500 cc,Automatic,Lahore
4781,Suzuki Bolan  2021 VX Euro II for Sale,2021,PKR 16.7 lacs,"44,055 km",Petrol,800 cc,Manual,Lahore
4782,Suzuki Alto  2009 VXR (CNG) for Sale,2009,PKR 9.95 lacs,"57,000 km",CNG,1000 cc,Manual,Lahore
4783,Audi A6 4th (C7) Generation 2017 1.8 TFSI Business Class Edition for Sale,2017,PKR 1.43 crore,"86,000 km",Petrol,1800 cc,Automatic,Lahore
4784,Mercedes Benz E Class  2005 E 350 for Sale,2005,PKR 57 lacs,"99,000 km",Petrol,3500 cc,Automatic,Lahore
4785,Tesla Model 3  2021 Long Range for Sale,2021,PKR 1.75 crore,"14,000 km",Electric,75.0 kWh,Automatic,Lahore
4786,Honda City 5th (GM2) Generation 2021 Aspire Prosmatec 1.5 i-VTEC for Sale,2021,PKR 42.85 lacs,"41,517 km",Petrol,1500 cc,Automatic,Lahore
4787,Daihatsu Move  2014 Custom X SA for Sale,2014,PKR 23.5 lacs,"94,000 km",Petrol,660 cc,Automatic,Lahore
4788,Suzuki Alto  2024 VXR for Sale,2024,PKR 27.5 lacs,10 km,Petrol,660 cc,Manual,Lahore
4789,Daihatsu Cast  2018 Activa G SA III for Sale,2018,PKR 31.5 lacs,"33,600 km",Petrol,660 cc,Automatic,Lahore
4790,Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,2020,PKR 59.75 lacs,"42,000 km",Petrol,1800 cc,Automatic,Lahore
4791,Honda Accord  2005 VTi 2.4 for Sale,2005,PKR 32.5 lacs,"81,500 km",Petrol,2400 cc,Automatic,Lahore
4792,Honda Civic EG 1995 EX for Sale,1995,PKR 12 lacs,"190,000 km",Petrol,1500 cc,Manual,Lahore
4793,Suzuki Bolan  2019 VX Euro II for Sale,2019,PKR 16.75 lacs,"19,000 km",Petrol,800 cc,Manual,Lahore
4794,Toyota Corolla  2010 XLi VVTi for Sale,2010,PKR 21.5 lacs,"178,800 km",Petrol,1300 cc,Manual,Lahore
4795,Honda City 5th (GM2) Generation 2019 Aspire Prosmatec 1.5 i-VTEC for Sale,2019,PKR 41.35 lacs,"80,000 km",Petrol,1500 cc,Automatic,Lahore
4796,Daihatsu Cuore  2012 CL for Sale,2012,PKR 12.5 lacs,"109,000 km",Petrol,800 cc,Manual,Lahore
4797,Suzuki Alto  2024 VXL AGS for Sale,2024,PKR 31.6 lacs,10 km,Petrol,660 cc,Automatic,Lahore
4798,Suzuki Alto  2024 VXR for Sale,2024,PKR 27.5 lacs,10 km,Petrol,660 cc,Manual,Lahore
4799,Toyota Corolla  2008 GLi 1.3 for Sale,2008,PKR 14 lacs,"63,000 km",Petrol,1300 cc,Manual,Lahore
4800,Honda N One  2016 G for Sale,2016,PKR 27 lacs,"85,855 km",Petrol,660 cc,Automatic,Lahore
4801,KIA Picanto  2022 1.0 AT for Sale,2022,PKR 34.5 lacs,"1,600 km",Petrol,1000 cc,Automatic,Lahore
4802,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,2010,PKR 23.25 lacs,"145,000 km",Petrol,1300 cc,Manual,Lahore
4803,Daihatsu Move  2022 L SA 3 for Sale,2022,PKR 35.9 lacs,"15,000 km",Petrol,658 cc,Automatic,Lahore
4804,Suzuki Swift  2011 DX 1.3 for Sale,2011,PKR 16.35 lacs,"160,300 km",Petrol,1300 cc,Manual,Lahore
4805,Toyota Passo  2016 X L Package for Sale,2016,PKR 25 lacs,"14,300 km",Petrol,1000 cc,Automatic,Lahore
4806,Honda N Box  2021  for Sale,2021,PKR 33 lacs,"6,500 km",Petrol,660 cc,Automatic,Lahore
4807,Nissan Note  2021 e-Power S for Sale,2021,PKR 66.9 lacs,"67,000 km",Hybrid,1200 cc,Automatic,Lahore
4808,Toyota Corolla  2010 Altis Cruisetronic 1.8 for Sale,2010,PKR 23.9 lacs,"130,000 km",Petrol,1800 cc,Automatic,Lahore
4809,Toyota Corolla  2018 Altis Grande CVT-i 1.8 for Sale,2018,PKR 55.65 lacs,"81,600 km",Petrol,1800 cc,Automatic,Lahore
4810,Toyota Hilux  2021 Revo V Automatic 2.8 for Sale,2021,PKR 1.26 crore,"41,000 km",Diesel,2800 cc,Automatic,Lahore
4811,MG HS  2021 1.5 Turbo for Sale,2021,PKR 61 lacs,"107,000 km",Petrol,1500 cc,Automatic,Lahore
4812,Hyundai Elantra  2023 GLS for Sale,2023,PKR 71 lacs,"13,417 km",Petrol,2000 cc,Automatic,Lahore
4813,Toyota Fortuner  2021 2.7 V for Sale,2021,PKR 1.41 crore,"31,000 km",Petrol,2700 cc,Automatic,Lahore
4814,Honda Civic  2020 1.5 RS Turbo for Sale,2020,PKR 63.9 lacs,"74,000 km",Petrol,1500 cc,Automatic,Lahore
4815,Nissan Kicks  2020  for Sale,2020,PKR 64.9 lacs,"58,000 km",Hybrid,1200 cc,Automatic,Lahore
4816,Proton Saga  2021 1.3L Ace A/T for Sale,2021,PKR 26.5 lacs,"37,000 km",Petrol,1300 cc,Automatic,Lahore
4817,Changan Alsvin  2021 1.5L DCT Lumiere for Sale,2021,PKR 34.9 lacs,"60,000 km",Petrol,1500 cc,Automatic,Lahore
4818,Chevrolet Optra  2005  for Sale,2005,PKR 19.5 lacs,"175,000 km",Petrol,1600 cc,Manual,Lahore
4819,Audi e-tron  2020 50 Quattro 230 kW for Sale,2020,PKR 1.97 crore,"57,000 km",Electric,60.0 kWh,Automatic,Lahore
4820,Toyota Vitz  2014 F 1.0 for Sale,2014,PKR 31 lacs,"96,859 km",Petrol,1000 cc,Automatic,Lahore
4821,Toyota Fortuner  2017 2.7 VVTi for Sale,2017,PKR 1.17 crore,"46,000 km",Petrol,2700 cc,Automatic,Lahore
4822,Toyota Corolla  2010 GLi 1.3 VVTi for Sale,2010,PKR 23.5 lacs,"170,000 km",Petrol,1300 cc,Manual,Lahore
4823,Suzuki Cultus  2007 VXR for Sale,2007,PKR 7.95 lacs,"165,000 km",Petrol,1000 cc,Manual,Lahore
4824,Toyota Land Cruiser  2021 ZX Gasoline 3.5L for Sale,2021,PKR 7.22 crore,"4,500 km",Petrol,3500 cc,Automatic,Lahore
4825,Suzuki Mehran  2004 VX for Sale,2004,PKR 5.6 lacs,"97,352 km",Petrol,800 cc,Manual,Lahore
4826,Nissan Dayz  2022  for Sale,2022,PKR 35.95 lacs,"9,600 km",Petrol,660 cc,Automatic,Lahore
4827,Honda BR-V  2019 i-VTEC S for Sale,2019,PKR 39.95 lacs,"50,606 km",Petrol,1500 cc,Automatic,Lahore
4828,Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Black Interior for Sale,2021,PKR 63.7 lacs,"51,000 km",Petrol,1800 cc,Automatic,Lahore
4829,Honda Vezel  2016 Hybrid RS Honda Sensing  for Sale,2016,PKR 58.95 lacs,"150,000 km",Hybrid,1500 cc,Automatic,Lahore
4830,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,PKR 50.75 lacs,"81,000 km",Petrol,1800 cc,Automatic,Lahore
4831,Honda Civic  1998 VTi 1.6 for Sale,1998,PKR 11 lacs,"180,000 km",Petrol,1600 cc,Manual,Lahore
4832,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 54 lacs,"46,500 km",Petrol,1800 cc,Automatic,Lahore
4833,Prince Pearl  2022 MT for Sale,2022,PKR 13.9 lacs,"21,000 km",Petrol,800 cc,Manual,Lahore
4834,Suzuki Alto  2004 VXR for Sale,2004,PKR 6.9 lacs,"100,000 km",Petrol,1000 cc,Manual,Lahore
4835,Honda City 5th (GM2) Generation 2018 Aspire Prosmatec 1.5 i-VTEC for Sale,2018,PKR 39 lacs,"69,000 km",Petrol,1500 cc,Automatic,Lahore
4836,Honda Civic Rebirth 2015 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2015,PKR 40.5 lacs,"80,513 km",Petrol,1800 cc,Automatic,Lahore
4837,Suzuki Alto  2010 VXR for Sale,2010,PKR 9.9 lacs,"190,000 km",Petrol,1000 cc,Manual,Lahore
4838,Suzuki Cultus  2006 VXL (CNG) for Sale,2006,PKR 8.25 lacs,"94,000 km",Petrol,1000 cc,Manual,Lahore
4839,Toyota C-HR  2019 G-LED for Sale,2019,PKR 90.9 lacs,"11,200 km",Hybrid,1800 cc,Automatic,Lahore
4840,Honda Civic  1986  for Sale,1986,PKR 3.5 lacs,"590,000 km",Petrol,1300 cc,Manual,Lahore
4841,Toyota Raize  2019 Z for Sale,2019,PKR 53.5 lacs,"37,000 km",Petrol,1000 cc,Automatic,Lahore
4842,Audi A6 4th (C7) Generation 2017 1.8 TFSI Business Class Edition for Sale,2017,PKR 1.55 crore,"64,000 km",Petrol,1800 cc,Automatic,Lahore
4843,Toyota Land Cruiser  2015 ZX for Sale,2015,PKR 3.5 crore,"88,000 km",Petrol,4600 cc,Automatic,Lahore
4844,Suzuki Wagon R  2018 VXL for Sale,2018,PKR 22.5 lacs,"165,000 km",Petrol,1000 cc,Manual,Lahore
4845,MG HS  2022 1.5 Turbo for Sale,2022,PKR 70 lacs,"36,000 km",Petrol,1500 cc,Automatic,Lahore
4846,Audi e-tron  2020 50 Quattro 230 kW for Sale,2020,PKR 1.72 crore,"60,000 km",Electric,230.0 kWh,Automatic,Lahore
4847,Toyota Vitz  2019 F 1.0 for Sale,2019,PKR 39.9 lacs,"65,000 km",Petrol,1000 cc,Automatic,Lahore
4848,Toyota Land Cruiser  1992  for Sale,1992,PKR 40 lacs,"112,000 km",Petrol,4500 cc,Automatic,Lahore
4849,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 52 lacs,"62,644 km",Petrol,1800 cc,Automatic,Lahore
4850,Toyota Vitz  2014 F 1.0 for Sale,2014,PKR 30.4 lacs,"111,500 km",Petrol,1000 cc,Automatic,Lahore
4851,Tesla Model Y  2022 Standard Range for Sale,2022,PKR 2.75 crore,"5,000 km",Electric,60.0 kWh,Automatic,Lahore
4852,BMW iX  2022 xDrive40 for Sale,2022,PKR 3.95 crore,"5,000 km",Electric,84.0 kWh,Automatic,Lahore
4853,Tesla Model X  2018  for Sale,2018,PKR 2.95 crore,"34,200 km",Electric,75.0 kWh,Automatic,Lahore
4854,Toyota Fortuner  2018 2.8 Sigma 4 for Sale,2018,PKR 1.29 crore,"91,000 km",Diesel,2800 cc,Automatic,Lahore
4855,Daihatsu Boon  2020  for Sale,2020,PKR 38.9 lacs,"72,000 km",Petrol,1000 cc,Automatic,Lahore
4856,Toyota Harrier  2014 Hybrid Premium Advanced Package for Sale,2014,PKR 1.25 crore,"84,000 km",Hybrid,2500 cc,Automatic,Lahore
4857,BMW i5  2024 eDrive40 M Sport for Sale,2024,PKR 4.95 crore,6 km,Electric,81.2 kWh,Automatic,Lahore
4858,Toyota Fj Cruiser  2011 Automatic for Sale,2011,PKR 1.4 crore,"167,590 km",Petrol,4000 cc,Automatic,Lahore
4859,Toyota Belta  2006 X Business A Package 1.3 for Sale,2006,PKR 22.75 lacs,"118,000 km",Petrol,1300 cc,Automatic,Lahore
4860,Toyota Fortuner  2022 2.8 Sigma 4 for Sale,2022,PKR 1.6 crore,"21,000 km",Diesel,2800 cc,Automatic,Lahore
4861,Nissan Navara  2007  for Sale,2007,PKR 24 lacs,"180,000 km",Diesel,3200 cc,Manual,Lahore
4862,Suzuki Cultus  2021 VXL for Sale,2021,PKR 34.5 lacs,"22,000 km",Petrol,1000 cc,Manual,Lahore
4863,Hyundai Santro  2002 Plus for Sale,2002,PKR 7.99 lacs,"300,000 km",Petrol,1000 cc,Manual,Lahore
4864,Suzuki Mehran  2016 VXR Euro II for Sale,2016,PKR 13.2 lacs,"59,900 km",Petrol,800 cc,Manual,Lahore
4865,KIA Sportage  2021 AWD for Sale,2021,PKR 75 lacs,"55,000 km",Petrol,2000 cc,Automatic,Lahore
4866,Honda Civic  2016 Oriel 1.8 i-VTEC CVT for Sale,2016,PKR 42.5 lacs,"133,000 km",Petrol,1800 cc,Automatic,Lahore
4867,Prince Pearl  2021  for Sale,2021,PKR 12.5 lacs,"55,000 km",Petrol,800 cc,Manual,Lahore
4868,Toyota Hiace  2010 Standard 3.0 for Sale,2010,PKR 56.5 lacs,"123,540 km",Diesel,3000 cc,Manual,Lahore
4869,Toyota Celica  2000 SS-II Super Strut Package for Sale,2000,PKR 58 lacs,"80,000 km",Petrol,1800 cc,Automatic,Lahore
4870,Chevrolet Optra  2007 1.6 Automatic for Sale,2007,PKR 15.5 lacs,"132,000 km",Petrol,1600 cc,Automatic,Lahore
4871,Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,2022,PKR 49.6 lacs,"24,000 km",Petrol,1500 cc,Automatic,Lahore
4872,Suzuki Cultus  2008 VXRi for Sale,2008,PKR 9.6 lacs,"148,000 km",Petrol,1000 cc,Manual,Lahore
4873,Toyota Vitz  2009 B S Edition 1.0 for Sale,2009,PKR 21.35 lacs,"124,000 km",Petrol,1000 cc,Automatic,Lahore
4874,Honda City  2008 i-DSI for Sale,2008,PKR 22.5 lacs,"160,000 km",Petrol,1300 cc,Manual,Lahore
4875,Suzuki Mehran  2019 VXR Euro II for Sale,2019,PKR 15 lacs,"26,000 km",Petrol,800 cc,Manual,Lahore
4876,Toyota Corolla  2024 Altis Grande X CVT-i 1.8 Black Interior for Sale,2024,PKR 78.6 lacs,30 km,Petrol,1800 cc,Automatic,Lahore
4877,Honda Civic  2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2010,PKR 30 lacs,"80,000 km",Petrol,1800 cc,Automatic,Lahore
4878,Suzuki Liana  2006 LXi Sport for Sale,2006,PKR 8.5 lacs,"120,000 km",Petrol,1300 cc,Manual,Lahore
4879,Nissan Note  2021 e-Power X for Sale,2021,PKR 70 lacs,"64,000 km",Hybrid,1200 cc,Automatic,Lahore
4880,Suzuki Wagon R  2018 VXL for Sale,2018,PKR 21.7 lacs,"80,000 km",Petrol,1000 cc,Manual,Lahore
4881,Honda Civic Rebirth 2015 VTi Prosmatec 1.8 i-VTEC for Sale,2015,PKR 37 lacs,"101,000 km",Petrol,1800 cc,Automatic,Lahore
4882,Toyota Aqua  2014 S for Sale,2014,PKR 36.75 lacs,"96,000 km",Hybrid,1500 cc,Automatic,Lahore
4883,Honda BR-V  2021 i-VTEC S for Sale,2021,PKR 52.6 lacs,"55,000 km",Petrol,1500 cc,Automatic,Lahore
4884,Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,2019,PKR 56.5 lacs,"70,083 km",Petrol,1800 cc,Automatic,Lahore
4885,Deepal L07  2024 EV for Sale,2024,PKR 1.55 crore,2 km,Electric,66.0 kWh,Automatic,Lahore
4886,Daihatsu Taft  2021 G Turbo for Sale,2021,Call,"17,680 km",Petrol,660 cc,Automatic,Lahore
4887,Toyota Raize  2020 XS for Sale,2020,PKR 57 lacs,"11,312 km",Petrol,1000 cc,Automatic,Lahore
4888,Toyota Crown  2022 Platinum for Sale,2022,Call,"8,000 km",Petrol,3000 cc,Automatic,Lahore
4889,Hyundai Sonata  2021 2.0 for Sale,2021,Call,"20,000 km",Petrol,2000 cc,Automatic,Lahore
4890,Toyota Land Cruiser  2021 ZX for Sale,2021,Call,"2,638 km",Petrol,3500 cc,Automatic,Lahore
4891,Toyota Yaris  2024 GLI CVT 1.3 for Sale,2024,PKR 50 lacs,10 km,Petrol,1300 cc,Automatic,Lahore
4892,MG HS  2021 1.5 Turbo for Sale,2021,PKR 61.75 lacs,"75,000 km",Petrol,1500 cc,Automatic,Lahore
4893,Honda City  2019 Aspire Prosmatec 1.5 i-VTEC for Sale,2019,PKR 39 lacs,"95,000 km",Petrol,1500 cc,Automatic,Lahore
4894,Hyundai Tucson  2022 AWD A/T Ultimate for Sale,2022,PKR 79 lacs,"46,015 km",Petrol,2000 cc,Automatic,Lahore
4895,Toyota Yaris  2021 ATIV CVT 1.3 for Sale,2021,PKR 41.5 lacs,"57,876 km",Petrol,1300 cc,Automatic,Lahore
4896,BMW 7 Series  2003 745i for Sale,2003,PKR 28.5 lacs,"90,000 km",Petrol,4400 cc,Automatic,Lahore
4897,KIA Sportage  2021 FWD for Sale,2021,PKR 67 lacs,"57,000 km",Petrol,2000 cc,Automatic,Lahore
4898,Haval H6  2024 HEV for Sale,2024,PKR 1.24 crore,5 km,Hybrid,1500 cc,Automatic,Lahore
4899,Honda City 5th (GM2) Generation 2015 1.3 i-VTEC Prosmatec for Sale,2015,PKR 30.5 lacs,"138,800 km",Petrol,1300 cc,Automatic,Lahore
4900,Toyota Corolla  2010 XLi VVTi for Sale,2010,PKR 23.25 lacs,"143,000 km",Petrol,1300 cc,Manual,Lahore
4901,Toyota Corolla  2015 Altis Grande CVT-i 1.8 for Sale,2015,PKR 39.75 lacs,"100,000 km",Petrol,1800 cc,Automatic,Lahore
4902,Toyota Corolla  2023 Altis X Automatic 1.6 for Sale,2023,PKR 62 lacs,"30,745 km",Petrol,1598 cc,Automatic,Lahore
4903,Suzuki Swift  2022 GLX CVT for Sale,2022,PKR 45.5 lacs,"40,000 km",Petrol,1200 cc,Automatic,Lahore
4904,Toyota Vitz  2014 F 1.0 for Sale,2014,PKR 32.5 lacs,"106,000 km",Petrol,1000 cc,Automatic,Lahore
4905,Suzuki Wagon R  2021 VXL for Sale,2021,PKR 27.5 lacs,"55,000 km",Petrol,1000 cc,Manual,Lahore
4906,Suzuki Every  2018 PA for Sale,2018,PKR 28.5 lacs,"65,000 km",Petrol,660 cc,Automatic,Lahore
4907,Honda N Wgn  2017 G L Package for Sale,2017,PKR 27.5 lacs,"90,000 km",Petrol,660 cc,Automatic,Lahore
4908,Toyota Fortuner  2023 GR-S for Sale,2023,PKR 2.07 crore,"1,818 km",Diesel,2800 cc,Automatic,Lahore
4909,Honda City  2005  for Sale,2005,PKR 16 lacs,"300,000 km",Petrol,1300 cc,Manual,Lahore
4910,MG HS  2021 1.5 Turbo for Sale,2021,PKR 63.5 lacs,"89,000 km",Petrol,1500 cc,Automatic,Lahore
4911,Honda City  2017 1.5 i-VTEC for Sale,2017,PKR 34.5 lacs,"70,000 km",Petrol,1500 cc,Manual,Lahore
4912,Suzuki Every Wagon  2019 PZ Turbo Special for Sale,2019,PKR 36.5 lacs,"40,000 km",Petrol,660 cc,Automatic,Lahore
4913,Honda Vezel  2015 Hybrid Z for Sale,2015,PKR 52 lacs,"218,639 km",Hybrid,1500 cc,Automatic,Lahore
4914,Tesla Model 3  2020 Long Range for Sale,2020,PKR 1.82 crore,"66,000 km",Electric,75.0 kWh,Automatic,Lahore
4915,KIA Sportage  2021 AWD for Sale,2021,PKR 73.2 lacs,"27,866 km",Petrol,2000 cc,Automatic,Lahore
4916,Honda Civic  2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2013,PKR 31 lacs,"119,000 km",Petrol,1800 cc,Automatic,Lahore
4917,Toyota Corolla  2009 XLi VVTi for Sale,2009,PKR 28 lacs,"200,000 km",Petrol,1300 cc,Manual,Lahore
4918,Toyota Passo  2018 X S  for Sale,2018,PKR 32 lacs,"52,000 km",Petrol,1000 cc,Automatic,Lahore
4919,Toyota Corolla  2013 GLi 1.3 VVTi for Sale,2013,PKR 33.9 lacs,"83,650 km",Petrol,1300 cc,Manual,Lahore
